,kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori,rad_main,rad_sub
4861,箟,7b9f,1-68-17,,,118,,14,,,jun4;jun1;gyun;균;Côn;Khuân;キン,a type of bamboo;bamboo shoots;dice,,118,
4862,箍,7b8d,1-68-18,,,118,,14,,,gu1;go;고;Cô;コ;たが,barrel hoop,,118,
4863,箜,7b9c,1-68-19,,,118,,14,,,kong1;gong;공;Không;ク;コウ,type of harp,,118,
4864,箚,7b9a,1-68-20,,,118,,14,,,zha2;cha;차;Tráp;トウ;サツ;チョウ;さ.す,progress report,,118,
4865,箋,7b8b,1-68-21,,,118,8.0,14,,,jian1;jeon;전;Tiên;セン;ふだ,paper;label;letter;composition,,118,
4866,箒,7b92,1-68-22,,,118,,14,,,zhou3;chu;추;Trửu;ソウ;シュウ;ほうき,broom,,118,
4867,箏,7b8f,1-68-23,,,118,,14,2290.0,,zheng1;jaeng;쟁;Tranh;ソウ;ショウ;こと,a koto,,118,
4868,筝,7b5d,1-68-24,,,118,,12,,,zheng1;jaeng;쟁;Tranh;ソウ;ショウ;こと,koto,,118,
4869,箙,7b99,1-68-25,,,118,,14,,,fu1;bog;복;Phục;フク;えびら,quiver,,118,
4870,篋,7bcb,1-68-26,,,118,,15,,,qie4;hyeob;협;Khiếp;キョウ;はこ,box,,118,
4871,篁,7bc1,1-68-27,,,118,,15,,,huang2;hwang;황;Hoàng;コウ;たかむら,bamboo grove,,118,
4872,篌,7bcc,1-68-28,,,118,,15,,,hou2;hu;후;Hầu;ゴ;コウ,type of harp,,118,
4873,篏,7bcf,1-68-29,,,118,,15,,,qian4;gam;감;カン;は.める;は.まる;あな,inlay;set in;fall into;rugged,,118,
4874,箴,7bb4,1-68-30,,,118,,15,,,zhen1;jam;잠;Châm;シン;いまし.める;はり,warning;counsel;presept;needle,,118,
4875,篆,7bc6,1-68-31,,,118,,15,2243.0,,zhuan4;jeon;전;Triện;テン,seal-style characters,,118,
4876,篝,7bdd,1-68-32,,,118,,16,,,gou1;gu;구;Câu;コウ;かがりび;かがり;ふせご,campfire;fishing fire;beacon basket,,118,
4877,篩,7be9,1-68-33,,,118,,16,,,shai1;sa;사;Si;シ;サイ;ふる.う,sieve;sift;screen,,118,
4878,簑,7c11,1-68-34,,,118,,16,2427.0,,suo1;sa;사;Thoa;サ;サイ;みの,straw raincoat,,118,
4879,簔,7c14,1-68-35,,,118,,17,,,suo1;sa;사;サ;サイ;みの,straw raincoat,,118,
4880,篦,7be6,1-68-36,,,118,,16,,,bi4;bi;비;Bề;ヘイ;ハイ;へら;の,spatula;arrow shaft,,118,
4881,篥,7be5,1-68-37,,,118,,16,,,li4;ryul;률;Lật;リキ;リツ;リチ,horn;flageolet,,118,
4882,籠,7c60,1-68-38,,,118,8.0,22,,,long2;long3;rong;롱;Lung;Lộng;ロウ;ル;かご;こ.める;こも.る;こ.む,basket;devote oneself;seclude oneself;cage;coop;implied,ごめ;もり,118,
4883,簀,7c00,1-68-39,,,118,,17,,,ze2;kui4;chaeg;책;Trách;サク;ジャク;セキ;す,rough mat (reeds),,118,
4884,簇,7c07,1-68-40,,,118,,17,,,cu4;jog;족;Thốc;Thấu;ゾク;ソウ;ソク;むら.がる,group;crowd;swarm,,118,
4885,簓,7c13,1-68-41,,,118,,17,,,jo;조;ささら,bamboo whisk;(kokuji),,118,
4886,篳,7bf3,1-68-42,,,118,,17,,,bi4;pil;필;Tất;ヒチ;ヒツ;まがき,fence,,118,
4887,篷,7bf7,1-68-43,,,118,,17,,,peng2;bong;봉;Bồng;ホウ;とま,woven rush awning,,118,
4888,簗,7c17,1-68-44,,,118,,17,2278.0,,liang2;リョウ;やな,weir;fish trap;(kokuji),,118,
4889,簍,7c0d,1-68-45,,,118,,17,,,lou3;ru;루;Lâu;Lũ;ル;ロウ,bamboo basket,,118,
4937,糺,7cfa,1-68-93,,,120,,7,,,jiu1;gyu;gyo;규;교;Củ;キュウ;ただ.す;あざな.う,ask;investigate;verify;twist (rope),,120,
4938,紆,7d06,1-68-94,,,120,,9,,,yu1;u;우;Hu;U;ウ;まが.る;めぐ.る,crouch,,120,
4939,紂,7d02,1-69-01,,,120,,9,,,zhou4;ju;주;Trụ;チュウ;しりがい,harness strap;window,,120,
4940,紜,7d1c,1-69-02,,,120,,10,,,yun2;un;운;Vân;ウン;みだ.れる,disorder;confusion,,120,
4941,紕,7d15,1-69-03,,,120,,10,,,pi2;pi1;bi;chi;비;치;Bì;Phi;ヒ,braiding;decoration;error,,120,
4942,紊,7d0a,1-69-04,,,120;67,,10,,,wen4;wen3;mun;문;Vặn;ビン;ブン;みだ.れる,disturb,,120,67
4943,絅,7d45,1-69-05,,,120,,11,,,jiong3;gyeong;경;Quýnh;ケイ;ひ.く,thin silk,,120,
4944,絋,7d4b,1-69-06,,,120,,11,,,kuang4;gwang;광;Khoáng;コウ,cotton wadding,,120,
4945,紮,7d2e,1-69-07,,,120,,11,,,zha2;za1;chal;찰;Trát;サツ;からげる,tie up,,120,
4946,紲,7d32,1-69-08,,,120,,11,,,xie4;seol;설;Tiết;セツ;きずな,fetters,,120,
4947,紿,7d3f,1-69-09,,,120,,11,,,dai4;tae;태;Đãi;タイ;あざむ.く,deceive,,120,
4948,紵,7d35,1-69-10,,,120,,11,,,zhu4;jeo;저;Trữ;チョ,flax;linen,,120,
4949,絆,7d46,1-69-11,,,120,9.0,11,2220.0,,ban4;ban;반;Bán;ハン;きずな;ほだ.す;つな.ぐ,bonds;fetters,,120,
4950,絳,7d73,1-69-12,,,120,,13,,,jiang4;gang;강;Giáng;コウ;あか,red,,120,
4951,絖,7d56,1-69-13,,,120,,12,,,kuang4;gwang;광;Khoáng;コウ;ぬめ;わた,white rice,,120,
4952,絎,7d4e,1-69-14,,,120,,12,,,heng4;hang2;haeng;행;Hàng;Hạnh;コウ;く.れる;く.ける,blindstitch,,120,
4953,絲,7d72,1-69-15,,,120,,12,,,si1;sa;사;Ti;シ;いと,thread,,120,
4954,絨,7d68,1-69-16,,,120,,12,,,rong2;yung;융;Nhung;ジュウ,wool cloth,,120,
4955,絮,7d6e,1-69-17,,,120,,12,,,xu4;seo;yeo;서;여;Nhứ;ジョ;ショ;わた,cotton,,120,
4956,絏,7d4f,1-69-18,,,120,,12,,,xie4;seol;설;Tiết;セツ,tie,,120,
4957,絣,7d63,1-69-19,,,120,,12,,,beng1;ping3;byeong;병;Bình;Phanh;ホウ;かすり,splashed pattern (on cloth),,120,
5065,譱,8b71,1-70-33,,,149;123,,20,,,shan4;seon;선;Thiện;ゼン;よ.い;い.い;よ.く,virtuous;good;goodness,,149,123
5106,肛,809b,1-70-74,,,130,,7,,,gang1;hang;항;Giang;Khang;Xoang;コウ,anus,,130,
5107,肓,8093,1-70-75,,,130,,7,,,huang1;hwang;황;Hoang;コウ,interior region of the body too deep to be reached by acupuncture,,130,
5108,肚,809a,1-70-76,,,130,,7,,,du4;du3;du;두;Đỗ;ト;はら,belly;stomach,,130,
5109,肭,80ad,1-70-77,,,130,,8,,,na4;nul;눌;Nạp;トツ;ジク,new moon,,130,
5111,肬,80ac,1-70-79,,,130,,8,,,you2;u;우;Vưu;Bướu;ユ;ユウ;いぼ,wart;tumor;goiter;papule,,130,
5112,胛,80db,1-70-80,,,130,,9,,,jia3;gab;갑;Giáp;コウ;かいがらぼね,shoulder blade,,130,
5113,胥,80e5,1-70-81,,,130,,9,,,xu1;seo;서;Tư;ショ;ソ;あい;み.る;みな,together;mutual;subordinate official,,130,
5114,胙,80d9,1-70-82,,,130,,9,,,zuo4;jo;조;Tạc;Tộ;ソ;サク;ひもろぎ,offerings to gods,,130,
5115,胝,80dd,1-70-83,,,130,,9,,,zhi1;ji;지;Chi;Đê;チ;あかぎれ,chap;crack;callus,,130,
5116,胄,80c4,1-70-84,,,130,,9,,,zhou4;ju;주;Trụ;チュウ;かぶと;ちすじ;よつぎ,lineage;bloodline,,130,
5117,胚,80da,1-70-85,,,130,,9,2471.0,,pei1;bae;배;Phôi;ハイ;はらみ;はら.む,embryo,,130,
5118,胖,80d6,1-70-86,,,130,,9,,,pang4;pan2;ban;반;Bàn;Phán;ハン,half a sacrifice;ribs;abundant;plentiful,ゆたか;なお;ひろ,130,
5119,脉,8109,1-70-87,,,130,,9,,,mai4;mo4;maeg;맥;Mạch;ミャク;すじ,"vein (blood, ore);pulse;hope",,130,
5120,胯,80ef,1-70-88,,,130,,10,,,kua4;gwa;go;과;고;Khố;Khóa;コウ;カ;コ;また,crotch,,130,
5121,胱,80f1,1-70-89,,,130,,10,,,guang1;gwang;광;Quang;コウ,bladder,,130,
5122,脛,811b,1-70-90,,,130,,11,,,jing4;gyeong;경;Hĩnh;ケイ;すね;はぎ,leg;shin,,130,
5123,脩,8129,1-70-91,,,130;9,9.0,11,2267.0,1.0,xiu1;su;수;Tu;シュウ;おさ.める;なが.い;ほじし,dried meat,おさむ;おさ;なが;のぶ;はる,130,9
5124,脣,8123,1-70-92,,,130;161,,11,,,chun2;sun;순;Thần;シン;くちびる,lip,,130,161
5125,脯,812f,1-70-93,,,130,,11,,,fu3;pu2;po;포;Bô;フ;ホ;こじし;ほじし,dried meat,,130,
5126,腋,814b,1-70-94,,,130,,12,,,yi4;ye4;aeg;액;Dịch;エキ;セキ;わき,armpit;side,,130,
5128,腆,8146,1-71-02,,,130,,12,,,tian3;jeon;전;Thiển;Điến;テン;あつ.い,much;abundant;kind;considerate,,130,
5129,脾,813e,1-71-03,,,130,,12,,,pi2;bi;비;Tì;ヒ,spleen,,130,
5130,腓,8153,1-71-04,,,130,,12,,,fei2;bi;비;Phì;ヒ;ふくらはぎ;こむら;こぶら,calf (of leg),,130,
5131,腑,8151,1-71-05,,,130,,12,,,fu3;bu;부;Phủ;フ;はらわた,viscera;bowels,,130,
5132,胼,80fc,1-71-06,,,130,,10,,,pian2;byeon;변;Biền;Bẹn;Bĩnh;ヘン,callus;corn,,130,
5133,腱,8171,1-71-07,,,130,,13,,,jian4;geon;건;Kiện;Kiên;ケン;キン,tendon,,130,
5134,腮,816e,1-71-08,,,130,,13,,,sai1;si;시;Tai;サイ;あご;えら,jaw,,130,
5135,腥,8165,1-71-09,,,130,,13,,,xing1;seong;성;Tinh;セイ;ショウ;なまぐさ.い,bloody;smelling of fish;raw smelling,,130,
5136,腦,8166,1-71-10,,,130,,13,,,nao3;noe;뇌;Não;ノウ;ドウ;のうずる,brain;memory,,130,
5137,腴,8174,1-71-11,,,130,,13,,,yu2;yu;유;Du;ユ;あぶら;こえ.る,fat;grease;growing fat,,130,
5138,膃,8183,1-71-12,,,130,,14,,,wa4;ol;올;Ột;オツ,fat;corpulent,,130,
5139,膈,8188,1-71-13,,,130,,14,,,ge2;gyeog;격;Cách;カク,diaphragm,,130,
5140,膊,818a,1-71-14,,,130,,14,,,bo2;bag;박;Bác;ハク;ほじし,arm,,130,
5141,膀,8180,1-71-15,,,130,,14,,,bang3;pang1;pang2;bang;방;Bàng;ボウ;ホウ,bladder,,130,
5142,膂,8182,1-71-16,,,130,,14,,,lu:3;ryeo;려;Lữ;リョ;ロ;せぼね,backbone,,130,
5143,膠,81a0,1-71-17,,,130,,15,2357.0,,jiao1;gyo;교;Giao;コウ;キョウ;にかわ;にべ,glue;isinglass,,130,
5144,膕,8195,1-71-18,,,130,,15,,,guo2;goeg;괵;Quắc;カク;コク;キョク;ひかがみ,hollow of knee,,130,
5145,膤,81a4,1-71-19,,,130,,15,,,xue3;seol;설;セツ;ゆき;たら;そり,snow;(kokuji),,130,
5146,膣,81a3,1-71-20,,,130,,15,,,zhi4;jil;질;Trất;Chất;チツ,vagina,,130,
5147,腟,815f,1-71-21,,,130,,13,,,zhi4;jil;질;チツ,vagina,,130,
5148,膓,8193,1-71-22,,,130,,15,,,chang2;jang;장;Tràng;チョウ;はらわた,guts;bowels;intestines;viscera,,130,
5149,膩,81a9,1-71-23,,,130,,16,,,ni4;ni;니;Nị;Nhị;ジ;ニ;あぶら;あぶらあか,smooth;oily,,130,
5150,膰,81b0,1-71-24,,,130,,16,,,fan2;beon;pa;번;파;Phiền;Phần;ハン;ひもごり;ひもろぎ,offerings to gods,,130,
5151,膵,81b5,1-71-25,,,130,,15,,,cui4;chwe;췌;Tụy;スイ,pancreas;(kokuji),,130,
5152,膾,81be,1-71-26,,,130,,17,,,kuai4;hoe;회;Quái;Khoái;カイ;ケ;なます,raw fish salad,,130,
5359,虱,8671,1-73-45,,,142,,8,,,shi1;seul;슬;Sắt;シツ;しらみ,lice;vermin,,142,
5360,蚓,8693,1-73-46,,,142,,10,,,yin3;in;인;Dẫn;ズ;イン;みみず,earthworm,,142,
5361,蚣,86a3,1-73-47,,,142,,10,,,gong1;gong;song;공;송;Công;コウ;ショウ,centipede;grasshopper,,142,
5362,蚩,86a9,1-73-48,,,142,,10,,,chi1;chi;치;Xi;シ,fool;make a fool of,,142,
5363,蚪,86aa,1-73-49,,,142,,10,,,dou3;du;두;Đẩu;ト,tadpole,,142,
5364,蚋,868b,1-73-50,,,142,,10,,,rui4;ye;예;Nhuế;ゼイ;ネイ;ゼツ;ネチ;ぶゆ;ぶよ;ぶと;か,gnat;sand fly,,142,
5365,蚌,868c,1-73-51,,,142,,10,,,bang4;beng4;bang;방;Bạng;ボウ;ホウ;ビョウ;はまぐり;どぶが.い,clam,,142,
5366,蚶,86b6,1-73-52,,,142,,11,,,han1;gam;감;Ham;カン,ark shell,,142,
5367,蚯,86af,1-73-53,,,142,,11,,,qiu1;gu;구;Khâu;キュウ;みみず,earthworm,,142,
5368,蛄,86c4,1-73-54,,,142,,11,,,gu1;gu3;go;고;Cô;コ,mole cricket;cicada,,142,
5369,蛆,86c6,1-73-55,,,142,,11,,,qu1;ju1;jeo;저;Thư;ソ;ショ;うじ,worm;grub;maggot,,142,
5370,蚰,86b0,1-73-56,,,142,,11,,,you2;yu;유;Du;ユウ,millipede,,142,
5371,蛉,86c9,1-73-57,,,142,,11,,,ling2;ryeong;령;Linh;レイ,dragonfly;moon moth,,142,
5372,蠣,8823,1-73-58,,,142,,20,,,li4;ryeo;려;Lệ;レイ;かき,oyster,,142,
5373,蚫,86ab,1-73-59,,,142,,11,,,bao4;po;포;Bao;ホウ;あわび,abalone;dried fish;surname,,142,
5374,蛔,86d4,1-73-60,,,142,,12,,,hui2;hoe;회;Hồi;カイ;ユウ;かいちゅう;はらのむし,intestinal worms,,142,
5375,蛞,86de,1-73-61,,,142,,12,,,kuo4;hwal;활;Khoát;カツ,kind of slug,,142,
5376,蛩,86e9,1-73-62,,,142,,12,,,qiong2;gong;공;Cung;キョウ;こおろぎ,cricket,,142,
5377,蛬,86ec,1-73-63,,,142,,12,,,gong3;gong;공;Cộng;キョウ;こおろぎ;きりぎりす,cricket,,142,
5378,蛟,86df,1-73-64,,,142,,12,,,jiao1;gyo;교;Giao;コウ;キョウ;みずち,dragon,,142,
5379,蛛,86db,1-73-65,,,142,,12,,,zhu1;ju;주;Chu;Thù;チュ;シュ,spider,,142,
5380,蛯,86ef,1-73-66,,,142,,12,,,ro;로;Hà;えび;うば,shrimp;(kokuji),,142,
5381,蜒,8712,1-73-67,,,142,,13,,,yan2;yeon;연;Diên;エン;タン,meandering;serpentine,,142,
5382,蜆,8706,1-73-68,,,142,,13,,,xian4;xian3;hyeon;현;Hiện;ケン;しじみ,fresh-water clam,,142,
5383,蜈,8708,1-73-69,,,142,,13,,,wu2;o;오;Ngô;ゴ,centipede,,142,
5384,蜀,8700,1-73-70,,,142;122,,13,,,shu3;chog;촉;Thục;ショク;ゾク;いもむし,green caterpillar;Szechwan,,142,122
5385,蜃,8703,1-73-71,,,142;161,,13,,,shen4;sin;신;Thận;シン,clam,,142,161
5386,蛻,86fb,1-73-72,,,142,,13,,,tui4;shui4;se;tae;세;태;Thuế;Đoái;ゼイ;セイ;タイ;もぬ.ける;ぬけがら,insect moulting,,142,
5387,蜑,8711,1-73-73,,,142,,13,,,dan4;dan;단;Đản;タン;あま,egg,,142,
5388,蜉,8709,1-73-74,,,142,,13,,,fu2;bu;부;Phù;フ,kind of ant;may fly,,142,
5389,蜍,870d,1-73-75,,,142,,13,,,chu2;yeo;여;Thừ;ショ,toad,,142,
5390,蛹,86f9,1-73-76,,,142,,13,,,yong3;yong;용;Dũng;ヨウ;さなぎ,chrysalis;pupa,,142,
5391,蜊,870a,1-73-77,,,142,,13,,,li2;ri;리;Lị;リ;あさり,a kind of bivalve,,142,
5392,蜴,8734,1-73-78,,,142,,14,,,yi4;cheog;척;Dịch;エキ,lizard,,142,
5393,蜿,873f,1-73-79,,,142,,14,,,wan1;wan3;weon;wan;원;완;Uyển;エン;ワン,meandering,,142,
5394,蜷,8737,1-73-80,,,142,,14,2284.0,,quan2;gweon;권;Quyền;ケン;にな,an edible river snail,,142,
5395,蜻,873b,1-73-81,,,142,,14,,,qing1;cheong;청;Tinh;セイ,dragonfly,,142,
5396,蜥,8725,1-73-82,,,142,,14,,,xi1;seog;석;Tích;シャク;セキ;とかげ,a lizard,,142,
5397,蜩,8729,1-73-83,,,142,,14,,,tiao2;jo;조;Điêu;チョウ;ひぐらし;せみ,clear-toned cicada,,142,
5398,蜚,871a,1-73-84,,,142;175,,14,,,fei1;fei3;bi;비;Phỉ;Phi;ヒ;あぶらむし,beetle;cockroach,,142,175
5399,蝠,8760,1-73-85,,,142,,15,,,fu2;bog;복;Bức;フク,bat,,142,
5400,蝟,875f,1-73-86,,,142,,15,,,wei4;wi;위;Vị;イ;はりねずみ,hedgehog,,142,
5401,蝸,8778,1-73-87,,,142,,15,,,gua1;wo1;wa;wae;와;왜;Oa;カ;かたつむり,snail,,142,
5402,蝌,874c,1-73-88,,,142,,15,,,ke1;gwa;과;Khoa;カ,tadpole,,142,
5403,蝎,874e,1-73-89,,,142,,15,,,xie1;he2;gal;갈;Hạt;Hiết;カツ;さそり;すくもむし,scorpion,,142,
5404,蝴,8774,1-73-90,,,142,,15,,,hu2;ho;호;Hồ;コ,butterfly,,142,
5405,蝗,8757,1-73-91,,,142,,15,,,huang2;hwang;황;Hoàng;コウ;いなご;ばった,locust,,142,
5406,蝨,8768,1-73-92,,,142,,15,,,shi1;seul;슬;Sắt;シツ;しらみ,lice;vermin,,142,
5407,蝮,876e,1-73-93,,,142,,15,,,fu4;bog;복;Phúc;フク;まむし,viper;adder;asp,,142,
5408,蝙,8759,1-73-94,,,142,,15,,,bian1;pyeon;편;Biên;Biển;ヘン;こうもり,bat,,142,
5409,蝓,8753,1-74-01,,,142,,15,,,yu2;yu;유;Du;ユ,slug;snail,,142,
5410,蝣,8763,1-74-02,,,142,,15,,,you2;yu;유;Du;ユウ,mayfly,,142,
5411,蝪,876a,1-74-03,,,142,,15,,,tang1;tang;탕;Dịch;エキ,lizard,,142,
5412,蠅,8805,1-74-04,,,142,,19,,,ying2;seung;승;Dăng;ヨウ;はえ;はい,fly,,142,
5413,螢,87a2,1-74-05,,,142,,16,,,ying2;hyeong;형;Huỳnh;ケイ;ほたる,firefly,,142,
5414,螟,879f,1-74-06,,,142,,16,,,ming2;myeong;명;Minh;メイ;ミョウ;ずいむし,injurious parasite,,142,
5415,螂,8782,1-74-07,,,142,,16,,,lang2;rang;랑;Lang;ロウ,mantis,,142,
5416,螯,87af,1-74-08,,,142,,17,,,ao2;o;오;Ngao;ゴウ;はさみ,claws,,142,
5417,蟋,87cb,1-74-09,,,142,,17,,,xi1;sil;실;Tất;シツ,cricket;grasshopper,,142,
5418,螽,87bd,1-74-10,,,142;34,,17,,,zhong1;jong;종;Chung;シュウ;いなご,grasshopper,,142,34
5419,蟀,87c0,1-74-11,,,142,,17,,,shuai4;shuo4;sol;솔;Xuất;シュツ,cricket;grasshopper,,142,
5420,蟐,87d0,1-74-12,,,142,,17,,,Thuong;ジョウ;もみ,toad;mantis;(ghost kanji);(kokuji),,142,
5422,螫,87ab,1-74-14,,,142,,17,,,zhe1;shi4;seog;석;Thích;セキ;カク;さ.す,bee sting,,142,
5423,蟄,87c4,1-74-15,,,142,,17,,,zhe2;zhi2;chib;칩;Chập;チツ;チュウ;ちっ.する;かく.れる,hibernation of insects,,142,
5424,螳,87b3,1-74-16,,,142,,17,,,tang2;dang;당;Đường;トウ,mantis,,142,
5425,蟇,87c7,1-74-17,,,142;140,,16,,,ma2;ma;마;Bá;Mộ;バ;マ;ひき,toad,,142,140
5426,蟆,87c6,1-74-18,,,142,,16,,,ma2;ma5;ma;마;Mô;バ;マ;ひき,toad,,142,
5427,螻,87bb,1-74-19,,,142,,17,,,lou2;ru;루;Lâu;ロウ;ル;けら,mole cricket,,142,
5428,蟯,87ef,1-74-20,,,142,,18,,,rao2;nao2;yo;요;Nhiêu;ギョウ;ジョウ,intestinal worm,,142,
5429,蟲,87f2,1-74-21,,,142,,18,,,chong2;chung;hwe;충;훼;Trùng;チュウ;キ;むし,insect;bug;temper,,142,
5430,蟠,87e0,1-74-22,,,142,,18,,,pan2;ban;반;Bàn;Phiền;ハン;わだかま.る;わらじむし,coiled up,,142,
5532,訃,8a03,1-75-30,,,149,8.0,9,2379.0,,fu4;bu;부;Phó;フ;しらせ,obituary,,149,
5533,訖,8a16,1-75-31,,,149,,10,,,qi4;heul;geul;흘;글;Cật;Ngật;キツ;お.える;お.わる;ついに,come to an end;reach;arrive at;finally,,149,
5534,訐,8a10,1-75-32,,,149,,10,,,jie2;al;알;Kiết;Yết;ケツ;あば.く,divulge;reveal,,149,
5535,訌,8a0c,1-75-33,,,149,,10,,,hong2;hong4;hong;홍;Hồng;コウ,get confused,,149,
5536,訛,8a1b,1-75-34,,,149,,11,,,e2;wa;와;Ngoa;カ;なま.る;なま.り;あやま.る,accent;dialect,,149,
5537,訝,8a1d,1-75-35,,,149,,12,,,ya4;a;아;Nhạ;ガ;ゲ;いぶか.る,doubt,,149,
5538,訥,8a25,1-75-36,,,149,,11,,,ne4;na4;nul;눌;Nột;トツ;ども.る,stutter,,149,
5539,訶,8a36,1-75-37,,,149,,12,,,he1;ga;가;Ha;カ;しか.る;せ.める,scold,,149,
5540,詁,8a41,1-75-38,,,149,,12,,,gu3;go;고;Cổ;Hỗ;コ;よみ,exegesis;critical analysis of classical texts,,149,
5541,詛,8a5b,1-75-39,,,149,,12,,,zu3;jeo;저;Trớ;ソ;ショ;のろ.う,curse,,149,
5542,詒,8a52,1-75-40,,,149,,12,,,yi2;i;tae;이;태;Di;イ;タイ;あざむ.く,deceive;cheat;give;leave behind,,149,
5543,詆,8a46,1-75-41,,,149,,12,,,di3;jeo;저;Để;テイ;タイ;そし.る;しか.る,vilify;denounce,,149,
5544,詈,8a48,1-75-42,,,149;122,,12,,,li4;ri;리;Lị;リ;ののし.る,ridicule,,149,122
5545,詼,8a7c,1-75-43,,,149,,13,,,hui1;hoe;회;Khôi;カイ;たわむれ,jest,,149,
5546,詭,8a6d,1-75-44,,,149,,13,,,gui3;gwe;궤;Quỷ;キ;いつわ.る,lie;deceive,,149,
5547,詬,8a6c,1-75-45,,,149,,13,,,gou4;gu;hu;구;후;Cấu;コウ;ク;ののし.る;はじ;はずかし.める,ridicule,,149,
5762,辷,8fb7,1-77-72,,,162,,5,,,il;일;Sước;すべ.る;すべ.らす,glide;skate;slip;fail in exams;(kokuji),,162,
5763,迚,8fda,1-77-73,,,162,,8,,,jung;중;Trung;とても,some way or other;very;(kokuji),とて,162,
5764,迥,8fe5,1-77-74,,,162,,9,,,jiong3;hyeong;형;Huýnh;ケイ;ギョウ;はるか,far;distant,,162,
5765,迢,8fe2,1-77-75,,,162,,9,,,tiao2;cho;초;Điều;チョ;チョウ,far off;distant,はる,162,
5766,迪,8fea,1-77-76,,,162,9.0,8,,1.0,di2;jeog;적;Địch;テキ;みち;みちび.く;すす.む;いた.る,edify;way;path,すすむ;すすみ;いたる;ゆう,162,
5767,迯,8fef,1-77-77,,,162,,9,,,tao2;do;도;Đào;トウ;に.げる;に.がす;のが.す;のが.れる,escape;flee;abscond;dodge,,162,
5768,邇,9087,1-77-78,,,162,,18,,,er3;i;이;Nhĩ;ジ;ニ;ちか.い,approach;near;close,,162,
5769,迴,8ff4,1-77-79,,,162,,10,,,hui2;hoe;회;Hồi;カイ;エ,go around,,162,
5770,逅,9005,1-77-80,,,162,,10,,,hou4;hu;후;Cấu;コウ;あ.う;まみ.える,meet,,162,
5771,迹,8ff9,1-77-81,,,162,,10,,,ji1;jeog;적;Tích;セキ;シャク;あと,mark;print;impression,ど,162,
5772,迺,8ffa,1-77-82,,,162,,10,,,nai3;nae;내;Nãi;ナイ;ダイ;アイ;の;すなわ.ち;なんじ,in other words;thou;you;possessive particle,,162,
5773,逑,9011,1-77-83,,,162,,11,,,qiu2;gu;구;Cầu;キュウ;つれあ.い,pair;gather;meet,,162,
5774,逕,9015,1-77-84,,,162,,11,,,jing4;gyeong;경;Kính;ケイ;みち;こみち;さしわたし;ただちに,path,,162,
5775,逡,9021,1-77-85,,,162,,11,,,qun1;jun;준;Thuân;シュン;しりぞ.く,saunter;go back,,162,
5776,逍,900d,1-77-86,,,162,,11,,,xiao1;so;소;Tiêu;ショウ,saunter;loaf,,162,
5777,逞,901e,1-77-87,,,162,9.0,11,,,cheng3;ryeong;령;Sính;テイ;たくま.しい,sturdy;brawny;bold,,162,
5778,逖,9016,1-77-88,,,162,,11,,,ti4;jeog;적;Địch;テキ;とお.い,far,,162,
5779,逋,900b,1-77-89,,,162,,11,,,bu1;po;포;Bô;ホ;フ;のが.れる,flee,,162,
5780,逧,9027,1-77-90,,,162,,11,,,Cốc;さこ;せこ,ravine;valley;(kokuji),,162,
5781,逶,9036,1-77-91,,,162,,12,,,wei1;wi;위;Uy;イ,long;winding;oblique,,162,
5782,逵,9035,1-77-92,,,162,,12,,,kui2;gyu;규;Quỳ;キ;おおじ,broad road,,162,
5783,逹,9039,1-77-93,,,162,,12,,,da2;dal;달;Đạt;タツ;ダ;-たち,arrive at;reach;intelligent,て,162,
5784,迸,8ff8,1-77-94,,,162,,10,,,beng4;byeong;병;Bình;ホウ;ヒョウ;ほとばし.る;はし.る,gush out;spurt,,162,
5785,遏,904f,1-78-01,,,162,,12,,,e4;al;알;Át;アツ;とど.める;と.める,stop;suppress,,162,
5786,遐,9050,1-78-02,,,162,,13,,,xia2;ha;하;Hà;カ;とお.い;なんぞ,distant,とお,162,
5787,遑,9051,1-78-03,,,162,,13,,,huang2;hwang;황;Hoàng;カン;コウ;いとま;ひま,leisure,,162,
5788,遒,9052,1-78-04,,,162,,13,,,qiu2;ju;주;Tù;シュウ;せま.る;つよ.い,strong;powerful,,162,
5789,逎,900e,1-78-05,,,162,,11,,,qiu2;ju;주;Xú;シュウ;せま.る;つよ.い,strong;unyielding;forceful,,162,
5790,遉,9049,1-78-06,,,162,,13,,,zhen1;jeong;정;Trình;テイ;うかが.う;さすが,as might be expected,,162,
5791,逾,903e,1-78-07,,,162,,13,,,yu2;yu;유;Du;ユ;いよいよ;こ.える,pass;go beyond,,162,
5792,遖,9056,1-78-08,,,162,,13,,,nam;남;Nam;あっぱれ,bravo;admirable;(kokuji),,162,
5793,遘,9058,1-78-09,,,162,,14,,,gou4;gu;구;Cấu;コウ;あ.う;まみ.える,meet,,162,
5794,遞,905e,1-78-10,,,162,,14,,,di4;che;체;Đệ;Đái;テイ;かわ.る;たがいに,hand over;deliver;substitute,,162,
5795,遨,9068,1-78-11,,,162,,15,,,ao2;o;오;Ngao;ゴウ;あそ.ぶ,play;enjoyment,,162,
5796,遯,906f,1-78-12,,,162,,15,,,dun4;dun;don;둔;돈;Độn;トン;のが.れる,deceive;hide;conceal;flee,,162,
5843,釖,91d6,1-78-59,,,167,,10,,,dao1;do;도;Đao;トウ;かたな;そり,knife;sword,,167,
